filename,source_dataset,class_label,subset,Low Frequency Energy Ratio,High Frequency Energy Ratio,Radial Mean,Radial Std,Radial Entropy,Spectral Centroid,Spectral Bandwidth,Log Spectrum Std
rl_imgn_002320.png,ImageNet_1K_256,rl,train,0.9775335448043186,0.0058304642554430275,417241858048.0,5524947992576.0,0.04915670010792772,0.042217438471963006,0.7857199259220838,0.9441988679027292
rl_coco_001397.png,MS_COCO_2017,rl,train,0.9759835523732647,0.004450390525128606,87174840320.0,1120272252928.0,0.09826960238630543,0.10319637699011738,0.9811194627804302,1.0962290067159306
rl_imgn_001958.png,ImageNet_1K_256,rl,train,0.9702076899968148,0.007791770327033276,270069350400.0,3598769455104.0,0.04915670010792772,0.03363712789153637,0.8391246278657778,0.9341848994338977
rl_coco_000800.png,MS_COCO_2017,rl,train,0.9921523274824742,0.0019534764279781217,698782449664.0,9309489463296.0,0.04915670010792772,0.018659076725477616,0.43846950262029843,0.9605297238507953
ai_mj_002892.png,Midjourney,ai,train,0.9939741174572003,0.0009088145536963788,331804835840.0,4394753196032.0,0.04915670010792772,0.03571206979197749,0.49808074403829017,1.125460167506303
rl_open_002036.png,OpenImages,rl,train,0.9911563928524368,0.0018494520291547894,176222453760.0,2314937565184.0,0.09826960238630543,0.04193320121826379,0.5430423649638406,1.108183413001188
rl_open_002421.png,OpenImages,rl,train,0.9896231881345967,0.0020116390298392014,362878173184.0,4772251303936.0,0.09826960238630543,0.0471570241121732,0.6210642598108155,1.0912432160038987
rl_imgn_000038.png,ImageNet_1K_256,rl,train,0.9311822182230434,0.014896497483823943,288605011968.0,3817183379456.0,0.04915670010792772,0.0733477058591978,1.3317023399185375,0.9858015306082357
rl_coco_000989.png,MS_COCO_2017,rl,train,0.9773398496729476,0.0032059767908416076,189396107264.0,2470344916992.0,0.09826960238630543,0.073723505905086,0.8718331474680013,1.1812413417658956
rl_imgn_000461.png,ImageNet_1K_256,rl,train,0.9473899393913549,0.022540921382000395,181263630336.0,2381246365696.0,0.04915670010792772,0.06957153191483714,1.2115819993968986,0.9298984541397957
ai_sdxl_002952.png,SDXL_Generated_10K,ai,train,0.9987650269380479,0.0001624460085197696,561011884032.0,7503017934848.0,0.04915670010792772,0.012885293348099023,0.2641414886965172,1.1348454161785402
ai_sdxl_001623.png,SDXL_Generated_10K,ai,train,0.9951590180164245,0.0009873460557105924,173015465984.0,2309333975040.0,0.04915670010792772,0.01722315411238889,0.3958210762287716,1.0955141860009425
ai_mj_002606.png,Midjourney,ai,train,0.9917812249210928,0.0014212574943823168,209783685120.0,2738686263296.0,0.09826960238630543,0.058860319882828194,0.6156523364425007,1.1799651097104633
rl_open_001460.png,OpenImages,rl,train,0.9298475493538187,0.015825994597790684,465378344960.0,6128624205824.0,0.04915670010792772,0.07474275423881512,1.3485590151026858,0.9474020842201742
ai_mj_000643.png,Midjourney,ai,train,0.980497261370127,0.004050977113086939,298097803264.0,3989566390272.0,0.04915670010792772,0.02255575303602047,0.6805034585714764,1.0011299012556227
ai_mj_000045.png,Midjourney,ai,train,0.9958676230541522,0.000732268114799471,315421786112.0,4206952185856.0,0.04915670010792772,0.01488557387283646,0.3355358635431228,1.073670249519455
rl_coco_002663.png,MS_COCO_2017,rl,train,0.9653807885290205,0.009128492108545548,160725090304.0,2058801381376.0,0.09826960238630573,0.08144043803794826,0.9969827148695743,0.9471130914775937
ai_sdxl_002320.png,SDXL_Generated_10K,ai,train,0.9864243505275414,0.002167548188703827,490321018880.0,6585875693568.0,0.04915670010792772,0.013395841162154228,0.5500818030815977,1.0895425600512287
ai_diff_002759.png,DiffusionDB,ai,train,0.9102321267837358,0.024673617321747675,193326792704.0,2545107861504.0,0.04915670010792772,0.0966383934242309,1.6330617498723319,0.909646445155294
ai_sdxl_002126.png,SDXL_Generated_10K,ai,train,0.9990577526464767,8.911380917689823e-05,394759176192.0,5287881211904.0,0.04915670010792772,0.007921780210977268,0.205373353589608,1.3009885011177857
ai_mj_000786.png,Midjourney,ai,train,0.9975150513846645,0.00044222315123710655,371832291328.0,4951782719488.0,0.04915670010792772,0.020783331581577223,0.3362239836870967,1.0970879741344182
ai_diff_002205.png,DiffusionDB,ai,train,0.9801875693626698,0.0022647451836489835,169571860480.0,2212437164032.0,0.09826960238630543,0.06315258253033709,0.8018681634549625,1.1588701628263443
rl_open_001813.png,OpenImages,rl,train,0.9553512251779267,0.008436076859273337,151190470656.0,1976353554432.0,0.04915670010792772,0.08893201367969203,1.167228165343465,1.0384807881652525
ai_sdxl_000520.png,SDXL_Generated_10K,ai,train,0.9964658547329818,0.0005473109930034021,251773124608.0,3347637338112.0,0.04915670010792772,0.026983543668618288,0.40197719382604935,1.124784125873243
rl_coco_001831.png,MS_COCO_2017,rl,train,0.9603660755542468,0.007339719907372651,151196336128.0,1988289232896.0,0.04915670010792772,0.06873968680032724,1.0555316401031292,1.0499546322712312
rl_coco_000112.png,MS_COCO_2017,rl,train,0.9823749113735651,0.0042516394487834884,298480762880.0,3969996554240.0,0.04915670010792772,0.026870218604266454,0.643133313472547,0.9406627521291324
ai_sdxl_002598.png,SDXL_Generated_10K,ai,train,0.9973656880208833,0.00031387007665570734,399986163712.0,5363371343872.0,0.04915670010792772,0.009055251920931874,0.28546610387360627,1.1786735444987595
ai_mj_001451.png,Midjourney,ai,train,0.965183754021102,0.005126745311180738,351731351552.0,4696058101760.0,0.04915670010792772,0.022886872342416497,0.7327324422700955,1.2833634067410253
rl_coco_001668.png,MS_COCO_2017,rl,train,0.9938301181688624,0.001357075965609824,319695552512.0,4266938335232.0,0.04915670010792772,0.017841043425316776,0.4077747645053235,1.016402361186071
ai_mj_002398.png,Midjourney,ai,train,0.99719953028081,0.00035432133136384007,903811497984.0,12048520970240.0,0.04915670010792772,0.015909372838187313,0.31523780832193943,1.1216066805109888
rl_coco_002380.png,MS_COCO_2017,rl,train,0.9747410714496596,0.005002732877605088,383787728896.0,5115437645824.0,0.04915670010792772,0.037757638078589464,0.805018332153699,1.0780510950773383
rl_coco_001202.png,MS_COCO_2017,rl,train,0.982609922706671,0.002677959218428162,392912633856.0,5230506803200.0,0.04915670010792772,0.030146921784611723,0.6420214492657178,1.0799715742231868
rl_coco_000071.png,MS_COCO_2017,rl,train,0.9531890122178825,0.011636165796266338,103545659392.0,1349679316992.0,0.04915670010792772,0.09342322939127877,1.2152649416025554,0.9689612539732982
ai_mj_001371.png,Midjourney,ai,train,0.9129880656672237,0.012691807936270815,3585190912.0,31583848448.0,0.23435408017855872,1.0942556976188325,3.7673301963752746,1.105630567281965
ai_sdxl_002448.png,SDXL_Generated_10K,ai,train,0.9891675868385597,0.0013072079996216464,227841163264.0,3051218010112.0,0.04915670010792772,0.019574720437280858,0.5536830477752138,1.1515186531473747
rl_open_000256.png,OpenImages,rl,train,0.9838935984442871,0.002922423835987674,557488799744.0,7450045972480.0,0.04915670010792772,0.024096439056557752,0.6222722862169401,1.0736727738950826
ai_sdxl_002020.png,SDXL_Generated_10K,ai,train,0.9959727628184658,0.0006180907689382425,387058958336.0,5183872434176.0,0.04915670010792772,0.010087280903797445,0.32256970428877707,1.1059223829722589
rl_coco_002520.png,MS_COCO_2017,rl,train,0.9707176332982576,0.007009399240434919,40078434304.0,462846001152.0,0.14733846612808557,0.27867886088082594,1.4346620751418775,0.9810889794803761
rl_imgn_002654.png,ImageNet_1K_256,rl,train,0.9698384141411868,0.0059286353073902285,130473656320.0,1660709240832.0,0.09826960238630573,0.12424099857783655,1.1353340801222154,1.0291092754568527
rl_coco_002348.png,MS_COCO_2017,rl,train,0.9807386008769705,0.004126284426384505,322471788544.0,4269280067584.0,0.04915670010792772,0.038638207862258384,0.7078569222155753,0.9890370994346289
ai_mj_002013.png,Midjourney,ai,train,0.996337746658346,0.0007349321913435817,326971195392.0,4326331514880.0,0.04915670010792772,0.035232397652053764,0.45146269263064687,1.1248116612291557
rl_imgn_001755.png,ImageNet_1K_256,rl,train,0.991535306060639,0.001982900884408508,583928578048.0,7816474001408.0,0.04915670010792772,0.012154101221316872,0.426322447505087,0.97068573662203
ai_mj_002143.png,Midjourney,ai,train,0.9843192251262491,0.0037840820287394533,404777631744.0,5381099618304.0,0.04915670010792772,0.02851912935382957,0.616858633536408,1.0322459278872713
rl_coco_001253.png,MS_COCO_2017,rl,train,0.9922576438062968,0.001559902320265152,430240006144.0,5651131006976.0,0.09826960238630543,0.04318357790431675,0.5339922137907698,1.036518232611852
ai_diff_001047.png,DiffusionDB,ai,train,0.9717144808279023,0.005437524390801423,202441867264.0,2638794981376.0,0.09826960238630543,0.06935038868410101,0.9211555504614486,1.0574632757191647
