filename,source_dataset,class_label,subset,Mean Gradient,Std Gradient,Max Gradient,Gradient Entropy,Edge Density,Orientation Mean,Orientation Std,Orientation Entropy
rl_imgn_002320.png,ImageNet_1K_256,rl,train,113.28425598144531,148.62646484375,988.3804931640625,4.200053048940621,0.1339263916015625,0.009212784469127655,1.708909034729004,4.952383116861672
rl_coco_001397.png,MS_COCO_2017,rl,train,58.244781494140625,91.9922866821289,943.1531982421875,3.2241931275893876,0.104217529296875,0.003132951445877552,1.8122177124023438,5.067688630311507
rl_imgn_001958.png,ImageNet_1K_256,rl,train,99.0896224975586,129.45840454101562,955.7457885742188,4.0719655492157925,0.1194915771484375,-0.031641390174627304,1.761121392250061,5.136968916871188
rl_coco_000800.png,MS_COCO_2017,rl,train,76.49819946289062,114.99899291992188,924.2997436523438,3.541115754140694,0.123779296875,0.21070723235607147,1.6404832601547241,5.021997213498725
ai_mj_002892.png,Midjourney,ai,train,67.46051788330078,74.74862670898438,801.5198364257812,3.8235274394253858,0.113922119140625,-0.0042849816381931305,1.853333830833435,5.145963022689411
rl_open_002036.png,OpenImages,rl,train,46.30550765991211,64.49446868896484,631.1339111328125,3.551934612682806,0.10992431640625,0.0016480498015880585,1.70635187625885,5.086771925695229
rl_open_002421.png,OpenImages,rl,train,72.61719512939453,102.88509368896484,952.3739013671875,3.611080928112743,0.1047515869140625,-0.12930238246917725,1.9892668724060059,4.959566937518991
rl_imgn_000038.png,ImageNet_1K_256,rl,train,191.8357391357422,213.1502685546875,1049.8809814453125,4.8776697264104065,0.156280517578125,0.06632184982299805,1.7859777212142944,4.982699572280432
rl_coco_000989.png,MS_COCO_2017,rl,train,92.83716583251953,119.45787048339844,982.0967407226562,3.9744666566990103,0.1154327392578125,-0.04408206418156624,1.76139497756958,5.0594070332698875
rl_imgn_000461.png,ImageNet_1K_256,rl,train,111.74678802490234,128.97674560546875,922.3448486328125,4.354423749707344,0.1373748779296875,-0.12860755622386932,1.822572112083435,5.127109966115724
ai_sdxl_002952.png,SDXL_Generated_10K,ai,train,40.801082611083984,54.853431701660156,495.26153564453125,3.7421022688858114,0.1174774169921875,0.0702417641878128,1.7715519666671753,5.030446712471668
ai_sdxl_001623.png,SDXL_Generated_10K,ai,train,31.29621124267578,32.11667251586914,401.79595947265625,3.7452312735681437,0.1175079345703125,-0.20132051408290863,1.7439461946487427,4.9632126193564865
ai_mj_002606.png,Midjourney,ai,train,40.20673370361328,83.60549926757812,838.4676513671875,2.6078849995598405,0.093902587890625,0.0968291237950325,1.6101281642913818,4.453456569326401
rl_open_001460.png,OpenImages,rl,train,247.14756774902344,253.56338500976562,1103.784423828125,5.025469385569162,0.1664581298828125,0.029097378253936768,1.7268208265304565,4.885921258550202
ai_mj_000643.png,Midjourney,ai,train,83.54243469238281,118.57136535644531,919.9315185546875,3.812634619831309,0.09259033203125,-0.10157689452171326,1.8177119493484497,5.120117647055992
ai_mj_000045.png,Midjourney,ai,train,38.52692794799805,53.24678421020508,545.6610717773438,3.5017659255112425,0.1158447265625,-0.16071192920207977,1.8355944156646729,5.082334166591459
rl_coco_002663.png,MS_COCO_2017,rl,train,95.57356262207031,110.88374328613281,967.3313598632812,4.075004142164659,0.117401123046875,0.0691196396946907,1.782510757446289,5.109868817720837
ai_sdxl_002320.png,SDXL_Generated_10K,ai,train,123.99531555175781,101.48741149902344,747.4771118164062,4.783999213063579,0.1506195068359375,-0.024768441915512085,1.7422881126403809,5.143457432407329
ai_diff_002759.png,DiffusionDB,ai,train,200.93740844726562,175.70042419433594,1020.322509765625,5.079780995852918,0.1488189697265625,0.03276275470852852,1.77912175655365,5.123324695824356
ai_sdxl_002126.png,SDXL_Generated_10K,ai,train,29.58887481689453,34.392333984375,311.0787658691406,3.9821345088188997,0.1176300048828125,0.11236988008022308,1.646597146987915,4.3307504909442525
ai_mj_000786.png,Midjourney,ai,train,31.192962646484375,47.12883758544922,643.1329345703125,2.9507082415973147,0.0796051025390625,0.09438639134168625,1.7654184103012085,4.870706584365836
ai_diff_002205.png,DiffusionDB,ai,train,59.61505126953125,122.79544830322266,904.76513671875,2.7175490155626956,0.1056976318359375,0.05568370968103409,1.709712028503418,5.0929812094636295
rl_open_001813.png,OpenImages,rl,train,120.708740234375,130.1500244140625,987.00048828125,4.38613039551182,0.1291351318359375,0.05068197473883629,1.8429027795791626,5.1440168821175885
