filename,source_dataset,class_label,subset,Global Entropy,Local Entropy Mean,Local Entropy Std,Intensity Mean,Intensity Std,Laplacian Variance,Patch Variance Mean,Patch Variance Std,Noise Residual Energy
rl_imgn_002320.png,ImageNet_1K_256,rl,train,7.730578363349453,2.4835517406463623,1.254713773727417,131.91964721679688,72.48797306272766,4362.2392578125,1817.9413262605667,1845.1807769121056,51.161956787109375
rl_coco_001397.png,MS_COCO_2017,rl,train,7.022423709771267,1.7728272676467896,1.0031639337539673,59.39692687988281,52.39097125784282,970.6099853515625,798.4075242877007,1525.3703214006089,26.3023681640625
rl_imgn_001958.png,ImageNet_1K_256,rl,train,7.350558046395863,2.544419765472412,0.9941067099571228,106.46856689453125,51.11113690927937,3632.19287109375,1274.8836640119553,1353.4693641943743,47.26310729980469
rl_coco_000800.png,MS_COCO_2017,rl,train,7.337274762394334,1.8829545974731445,1.2408841848373413,171.24005126953125,63.68676751562422,2166.902099609375,1115.830062508583,1453.7448132592745,35.510101318359375
ai_mj_002892.png,Midjourney,ai,train,7.745233322572972,2.29058575630188,0.789400041103363,117.65534973144531,59.27746311051411,589.1248779296875,823.5146686434746,971.4944785354857,27.173721313476562
rl_open_002036.png,OpenImages,rl,train,7.320238467722246,1.7086973190307617,0.9572269320487976,85.38856506347656,48.08955900486368,598.331787109375,454.497169315815,646.6450705934448,22.727340698242188
rl_open_002421.png,OpenImages,rl,train,7.840102780401735,2.1927671432495117,1.0593043565750122,122.60174560546875,72.42808718387481,1214.104736328125,1412.5646640062332,1840.5760320330244,16.655593872070312
rl_imgn_000038.png,ImageNet_1K_256,rl,train,7.858094391723239,2.953904151916504,1.0388818979263306,109.65290832519531,77.3794797626037,9418.740234375,3499.034394800663,2323.6049369877805,72.24992370605469
rl_coco_000989.png,MS_COCO_2017,rl,train,7.653726703487641,2.3820512294769287,0.9300104379653931,88.2088623046875,65.2276176670446,1475.0091552734375,1304.9986854791641,1541.3723227646037,40.42327880859375
rl_imgn_000461.png,ImageNet_1K_256,rl,train,7.5253494177057885,2.696909189224243,1.0307685136795044,86.60516357421875,60.66921375382594,5896.55322265625,1426.5537385940552,1623.6954177701575,55.60784912109375
ai_sdxl_002952.png,SDXL_Generated_10K,ai,train,7.2544478590338155,1.616579294204712,1.0127032995224,153.73040771484375,47.08102102702372,185.21014404296875,502.94587790966034,683.1868042556289,12.766448974609375
ai_sdxl_001623.png,SDXL_Generated_10K,ai,train,6.747851934691932,1.5460553169250488,0.7408886551856995,85.28755187988281,29.989844087034164,124.68497467041016,168.6429644227028,196.81774335797022,9.334747314453125
ai_mj_002606.png,Midjourney,ai,train,5.933047049905279,1.1917157173156738,1.1741026639938354,92.87550354003906,62.06571692216341,450.0171203613281,660.0253555178642,1194.3950298487673,13.821945190429688
rl_open_001460.png,OpenImages,rl,train,6.51174604121234,2.8415944576263428,1.4080978631973267,138.93853759765625,100.10672103996363,16712.36328125,5239.26439845562,3342.0014845445903,77.01705932617188
ai_mj_000643.png,Midjourney,ai,train,7.222289806691878,2.372398853302002,0.8027775287628174,112.09971618652344,43.78608120055815,2324.26708984375,1110.5624189972878,1398.5826429513293,26.516677856445312
ai_mj_000045.png,Midjourney,ai,train,7.103371558779108,1.5211938619613647,1.0130407810211182,115.11317443847656,38.311706949997046,359.95648193359375,307.7318417429924,439.2264556610793,15.656417846679688
rl_coco_002663.png,MS_COCO_2017,rl,train,7.520164276131483,2.5615074634552,0.8867639303207397,80.49755859375,63.470892007463775,2925.612060546875,1019.1786526441574,1228.4010075274027,51.67376708984375
ai_sdxl_002320.png,SDXL_Generated_10K,ai,train,7.426067400524737,3.1417479515075684,0.5174795389175415,144.0272979736328,42.735231967656674,2040.621337890625,1297.375320136547,794.0740671395386,57.38763427734375
ai_diff_002759.png,DiffusionDB,ai,train,7.723980255206888,3.460948944091797,0.7887416481971741,89.53697204589844,72.38691262005533,11458.5341796875,3079.5636684298515,2207.012712059959,82.18180847167969
ai_sdxl_002126.png,SDXL_Generated_10K,ai,train,6.737096402360515,1.418428659439087,0.6865004301071167,129.05690002441406,31.266644693196938,54.263710021972656,166.41995173692703,229.0348906801596,6.746246337890625
ai_mj_000786.png,Midjourney,ai,train,6.826063848947921,1.2845582962036133,0.9223902225494385,124.88917541503906,48.76034359183285,143.96820068359375,327.72205144166946,624.7290640740562,9.7979736328125
