filename,label,dataset_code,source_name,source_id,source_ref,original_width,original_height,saved_path,sha256,batch_id
ai_mj_000001.png,ai,mj,Midjourney,midjourney_0,huggingface://bitmind/GenImage_MidJourney/train/0,1024,1024,/content/drive/My Drive/DIP_Project/data/raw/Midjourney/images/ai_mj_000001.png,17ff189d976b05ee48d87d9e67b9fd0fb02b3f8e0fb4b47883215fd7c95b1c06,1
ai_mj_000002.png,ai,mj,Midjourney,midjourney_1,huggingface://bitmind/GenImage_MidJourney/train/1,1024,1024,/content/drive/My Drive/DIP_Project/data/raw/Midjourney/images/ai_mj_000002.png,0b7b74fdc7c5c032420e7bee5ba768437a099ed4b9d046f85eeb86f57fa9b8cf,1
ai_mj_000003.png,ai,mj,Midjourney,midjourney_2,huggingface://bitmind/GenImage_MidJourney/train/2,1024,1024,/content/drive/My Drive/DIP_Project/data/raw/Midjourney/images/ai_mj_000003.png,f4e22d8812d16bbf076419bac2735f88044878def0090a0e93a57a5d8779bb2b,1
ai_mj_000004.png,ai,mj,Midjourney,midjourney_3,huggingface://bitmind/GenImage_MidJourney/train/3,1024,1024,/content/drive/My Drive/DIP_Project/data/raw/Midjourney/images/ai_mj_000004.png,50c9a1e925357d14916d140e986666dbe3d46181227abe9d8826daab0eb57645,1
ai_mj_000005.png,ai,mj,Midjourney,midjourney_4,huggingface://bitmind/GenImage_MidJourney/train/4,1024,1024,/content/drive/My Drive/DIP_Project/data/raw/Midjourney/images/ai_mj_000005.png,47ac6d4005ffe90b72938e9889825adb5401d731599c3d44deb6893df719e4f4,1
ai_mj_000006.png,ai,mj,Midjourney,midjourney_5,huggingface://bitmind/GenImage_MidJourney/train/5,1024,1024,/content/drive/My Drive/DIP_Project/data/raw/Midjourney/images/ai_mj_000006.png,e5967b3c9803f944f350c1be834b7164df35f402f5918055363d21739da28df3,1
ai_mj_000007.png,ai,mj,Midjourney,midjourney_6,huggingface://bitmind/GenImage_MidJourney/train/6,1024,1024,/content/drive/My Drive/DIP_Project/data/raw/Midjourney/images/ai_mj_000007.png,420f7dc38470ae0ac8db7228a9bfcdd9f18a990cf5afa34ab1d70e2d0c79c22a,1
ai_mj_000008.png,ai,mj,Midjourney,midjourney_7,huggingface://bitmind/GenImage_MidJourney/train/7,1024,1024,/content/drive/My Drive/DIP_Project/data/raw/Midjourney/images/ai_mj_000008.png,1b773db6f6a833a81af6110e68e31d870f19aaa601e58259add107b7dd66355a,1
ai_mj_000009.png,ai,mj,Midjourney,midjourney_8,huggingface://bitmind/GenImage_MidJourney/train/8,1024,1024,/content/drive/My Drive/DIP_Project/data/raw/Midjourney/images/ai_mj_000009.png,3ad8b87505ad60caf230b7b83cfb20c315df4699b2f7a69f08e4725b5604bff6,1
ai_mj_000010.png,ai,mj,Midjourney,midjourney_9,huggingface://bitmind/GenImage_MidJourney/train/9,1024,1024,/content/drive/My Drive/DIP_Project/data/raw/Midjourney/images/ai_mj_000010.png,92b38a5b13cd4ac0b1a4443ef3d96d70915c4c914eea033f9c83aeeb73739e9d,1
ai_mj_000011.png,ai,mj,Midjourney,midjourney_10,huggingface://bitmind/GenImage_MidJourney/train/10,1024,1024,/content/drive/My Drive/DIP_Project/data/raw/Midjourney/images/ai_mj_000011.png,830b970e86c5850222437ab5732af569281f65be2c64a10e5e889978224c019b,1
ai_mj_000012.png,ai,mj,Midjourney,midjourney_11,huggingface://bitmind/GenImage_MidJourney/train/11,1024,1024,/content/drive/My Drive/DIP_Project/data/raw/Midjourney/images/ai_mj_000012.png,747f8971ba952b4cbe302256dd66064a4998473163002d20b4ea293b567c3676,1
ai_mj_000013.png,ai,mj,Midjourney,midjourney_12,huggingface://bitmind/GenImage_MidJourney/train/12,1024,1024,/content/drive/My Drive/DIP_Project/data/raw/Midjourney/images/ai_mj_000013.png,d03d9a894b5af2b14f725305bb522f7bcee8e2a42ed652fb2a9bb7b28f2c77dd,1
ai_mj_000014.png,ai,mj,Midjourney,midjourney_13,huggingface://bitmind/GenImage_MidJourney/train/13,1024,1024,/content/drive/My Drive/DIP_Project/data/raw/Midjourney/images/ai_mj_000014.png,552aedd98e2708cb79838ad108d2ca8fce8d24489f5e6a20aa2511736344bb59,1
ai_mj_000015.png,ai,mj,Midjourney,midjourney_14,huggingface://bitmind/GenImage_MidJourney/train/14,1024,1024,/content/drive/My Drive/DIP_Project/data/raw/Midjourney/images/ai_mj_000015.png,0145a0e3beae2be3ee747b4286ecc71527cffe7e84e5f43217d74ede8074accc,1
ai_mj_000016.png,ai,mj,Midjourney,midjourney_15,huggingface://bitmind/GenImage_MidJourney/train/15,1024,1024,/content/drive/My Drive/DIP_Project/data/raw/Midjourney/images/ai_mj_000016.png,f465d5b4232682d57834b83f4ebf887ecfa4af102813d656f9fe0298055caac9,1
ai_mj_000017.png,ai,mj,Midjourney,midjourney_16,huggingface://bitmind/GenImage_MidJourney/train/16,1024,1024,/content/drive/My Drive/DIP_Project/data/raw/Midjourney/images/ai_mj_000017.png,cd168171438d64b9cbf47f6821cddab15367ed6844a75feec107054e15a5c629,1
ai_mj_000018.png,ai,mj,Midjourney,midjourney_17,huggingface://bitmind/GenImage_MidJourney/train/17,1024,1024,/content/drive/My Drive/DIP_Project/data/raw/Midjourney/images/ai_mj_000018.png,2010f37338a5c7305a184325f2cae93a25c56d3cbf68242a0ea682918d0b108c,1
ai_mj_000019.png,ai,mj,Midjourney,midjourney_18,huggingface://bitmind/GenImage_MidJourney/train/18,1024,1024,/content/drive/My Drive/DIP_Project/data/raw/Midjourney/images/ai_mj_000019.png,6ea3310f3832460ffa0992d965e0a07620f3af52e83ad3de6d31cc878ba1b62d,1
ai_mj_000020.png,ai,mj,Midjourney,midjourney_19,huggingface://bitmind/GenImage_MidJourney/train/19,1024,1024,/content/drive/My Drive/DIP_Project/data/raw/Midjourney/images/ai_mj_000020.png,62a024fa0e9390e93a0db3435060ea523e3bbfff4f4461bcb1fb4d6d52caec7d,1
ai_mj_000021.png,ai,mj,Midjourney,midjourney_20,huggingface://bitmind/GenImage_MidJourney/train/20,1024,1024,/content/drive/My Drive/DIP_Project/data/raw/Midjourney/images/ai_mj_000021.png,d77d1314d39a3dd74671791dab32be6c5547a8eb15c7205c21cbb0d230d9b0b0,1
ai_mj_000022.png,ai,mj,Midjourney,midjourney_21,huggingface://bitmind/GenImage_MidJourney/train/21,1024,1024,/content/drive/My Drive/DIP_Project/data/raw/Midjourney/images/ai_mj_000022.png,c2bf33c9552521dcfb2c511062243191c6e0ad14946aca27923e1bae08f6c42f,1
ai_mj_000023.png,ai,mj,Midjourney,midjourney_22,huggingface://bitmind/GenImage_MidJourney/train/22,1024,1024,/content/drive/My Drive/DIP_Project/data/raw/Midjourney/images/ai_mj_000023.png,c3adddacd549bd1cb091a0e0ada453daf9ef941b3650c344b7739a1e704b5110,1
ai_mj_000024.png,ai,mj,Midjourney,midjourney_23,huggingface://bitmind/GenImage_MidJourney/train/23,1024,1024,/content/drive/My Drive/DIP_Project/data/raw/Midjourney/images/ai_mj_000024.png,4378d898823eabe7ed7ccdcca5145d96fb1fb46103b69611c8eaa0a55de0904e,1
