filename,label,dataset_code,source_name,source_id,source_ref,original_width,original_height,saved_path,sha256,batch_id
ai_diff_000001.png,ai,diff,DiffusionDB,diffusiondb_0,huggingface://poloclub/diffusiondb/2m_random_5k/0,1152,640,/content/drive/MyDrive/DIP_Project/data/raw/DiffusionDB/images/ai_diff_000001.png,43971cb2eaada6db3fcca58ccd410d6dd1349cc6430673c2f0a72f8cd44e05e5,1
ai_diff_000002.png,ai,diff,DiffusionDB,diffusiondb_1,huggingface://poloclub/diffusiondb/2m_random_5k/1,1024,512,/content/drive/MyDrive/DIP_Project/data/raw/DiffusionDB/images/ai_diff_000002.png,04c1f8287ed435771292922b0327fed209fae9f4c13c570effee3337f7c0ac7c,1
ai_diff_000003.png,ai,diff,DiffusionDB,diffusiondb_2,huggingface://poloclub/diffusiondb/2m_random_5k/2,512,512,/content/drive/MyDrive/DIP_Project/data/raw/DiffusionDB/images/ai_diff_000003.png,3b615423142ce2619a2f6df502abd41c0892b7567c2cf220ac4ee2d1818d6562,1
ai_diff_000004.png,ai,diff,DiffusionDB,diffusiondb_3,huggingface://poloclub/diffusiondb/2m_random_5k/3,1024,512,/content/drive/MyDrive/DIP_Project/data/raw/DiffusionDB/images/ai_diff_000004.png,53b9230e8603e6ef61cc8cd9c61a00e75f57e0da71eb846814e0036981be0550,1
ai_diff_000005.png,ai,diff,DiffusionDB,diffusiondb_4,huggingface://poloclub/diffusiondb/2m_random_5k/4,512,512,/content/drive/MyDrive/DIP_Project/data/raw/DiffusionDB/images/ai_diff_000005.png,585925a650101b3cef5f29ac5be4b70025aeeb1d16860ea1a1b7cf44a01b4f3e,1
ai_diff_000006.png,ai,diff,DiffusionDB,diffusiondb_5,huggingface://poloclub/diffusiondb/2m_random_5k/5,512,512,/content/drive/MyDrive/DIP_Project/data/raw/DiffusionDB/images/ai_diff_000006.png,7e2f675444b2fcdc954c7bc574033180ea6fa29f1825933e81df8034472366c7,1
ai_diff_000007.png,ai,diff,DiffusionDB,diffusiondb_6,huggingface://poloclub/diffusiondb/2m_random_5k/6,512,704,/content/drive/MyDrive/DIP_Project/data/raw/DiffusionDB/images/ai_diff_000007.png,aa64273cb7e1c77d5061b6eaf4fdbd7e137b21645c56b3f73a6e1da003f3e2fa,1
ai_diff_000008.png,ai,diff,DiffusionDB,diffusiondb_7,huggingface://poloclub/diffusiondb/2m_random_5k/7,512,512,/content/drive/MyDrive/DIP_Project/data/raw/DiffusionDB/images/ai_diff_000008.png,2f2e76a8aa525af0fb0b252d20edae314233f2c790e667f7c0ffd7c2dca70414,1
ai_diff_000009.png,ai,diff,DiffusionDB,diffusiondb_8,huggingface://poloclub/diffusiondb/2m_random_5k/8,1024,512,/content/drive/MyDrive/DIP_Project/data/raw/DiffusionDB/images/ai_diff_000009.png,e17f9dfab585e47b0c1275f947ea1b5df1f26621424933e10edd9899f5e08213,1
ai_diff_000010.png,ai,diff,DiffusionDB,diffusiondb_9,huggingface://poloclub/diffusiondb/2m_random_5k/9,512,512,/content/drive/MyDrive/DIP_Project/data/raw/DiffusionDB/images/ai_diff_000010.png,94c34d44606f57bf2d3e0f54c8c2a6ec0705adba9877bfb33db09d58b33ea2dc,1
ai_diff_000011.png,ai,diff,DiffusionDB,diffusiondb_10,huggingface://poloclub/diffusiondb/2m_random_5k/10,512,640,/content/drive/MyDrive/DIP_Project/data/raw/DiffusionDB/images/ai_diff_000011.png,b825ccef020765187d1cf40f5d84fd7dd6e99f6f1632ef5c8cee6d374cc397cc,1
ai_diff_000012.png,ai,diff,DiffusionDB,diffusiondb_11,huggingface://poloclub/diffusiondb/2m_random_5k/11,512,512,/content/drive/MyDrive/DIP_Project/data/raw/DiffusionDB/images/ai_diff_000012.png,047936b66b16b2755ff16f0184b139832862af00b6124bf513549bef5ae852f8,1
ai_diff_000013.png,ai,diff,DiffusionDB,diffusiondb_12,huggingface://poloclub/diffusiondb/2m_random_5k/12,512,512,/content/drive/MyDrive/DIP_Project/data/raw/DiffusionDB/images/ai_diff_000013.png,78725f811fdbb0ebf8b633a941a2f1203f927cadbbafa1a45a982e7e2157066e,1
ai_diff_000014.png,ai,diff,DiffusionDB,diffusiondb_13,huggingface://poloclub/diffusiondb/2m_random_5k/13,512,512,/content/drive/MyDrive/DIP_Project/data/raw/DiffusionDB/images/ai_diff_000014.png,91077149b65819d4bf10aa65055855aa2ce63ca0d7cc6c5a527fb69e9d195e2e,1
ai_diff_000015.png,ai,diff,DiffusionDB,diffusiondb_14,huggingface://poloclub/diffusiondb/2m_random_5k/14,1024,512,/content/drive/MyDrive/DIP_Project/data/raw/DiffusionDB/images/ai_diff_000015.png,a2c0a64c79c001cbcef200a33fa629825c70566193bf14253d07e2372ce6d5f2,1
ai_diff_000016.png,ai,diff,DiffusionDB,diffusiondb_15,huggingface://poloclub/diffusiondb/2m_random_5k/15,512,512,/content/drive/MyDrive/DIP_Project/data/raw/DiffusionDB/images/ai_diff_000016.png,01f95daa026585e5d17ec28445c368bed9077de47ecb8cc4ea7e11330d6c9330,1
ai_diff_000017.png,ai,diff,DiffusionDB,diffusiondb_16,huggingface://poloclub/diffusiondb/2m_random_5k/16,512,512,/content/drive/MyDrive/DIP_Project/data/raw/DiffusionDB/images/ai_diff_000017.png,52a3297cb126aee1cd0772e9cb30a4ce070709d92533d04b788705c33e218c6e,1
ai_diff_000018.png,ai,diff,DiffusionDB,diffusiondb_17,huggingface://poloclub/diffusiondb/2m_random_5k/17,512,512,/content/drive/MyDrive/DIP_Project/data/raw/DiffusionDB/images/ai_diff_000018.png,199c4359374cacae26cbda68ead59a53c710adef2ac24a4ca384cbca0c8acc53,1
ai_diff_000019.png,ai,diff,DiffusionDB,diffusiondb_18,huggingface://poloclub/diffusiondb/2m_random_5k/18,512,512,/content/drive/MyDrive/DIP_Project/data/raw/DiffusionDB/images/ai_diff_000019.png,2fcc25b9144fec8b1fcfe19152d1bfd01114e8e80ca88fc9997147eeb28fd494,1
ai_diff_000020.png,ai,diff,DiffusionDB,diffusiondb_19,huggingface://poloclub/diffusiondb/2m_random_5k/19,512,512,/content/drive/MyDrive/DIP_Project/data/raw/DiffusionDB/images/ai_diff_000020.png,6a201370913ed1b1ed8a105bee6d6855c1c16aa24639f42401985b51f4288089,1
ai_diff_000021.png,ai,diff,DiffusionDB,diffusiondb_20,huggingface://poloclub/diffusiondb/2m_random_5k/20,768,512,/content/drive/MyDrive/DIP_Project/data/raw/DiffusionDB/images/ai_diff_000021.png,ef06b5d7b7c0f986641e3d6f60bf834d5a2e314cf72f2f1a648738d7163acf36,1
ai_diff_000022.png,ai,diff,DiffusionDB,diffusiondb_21,huggingface://poloclub/diffusiondb/2m_random_5k/21,512,768,/content/drive/MyDrive/DIP_Project/data/raw/DiffusionDB/images/ai_diff_000022.png,298fe3354ff419bf079965fdb349fee165f54cd52226a2aae9a69a8271aaea62,1
ai_diff_000023.png,ai,diff,DiffusionDB,diffusiondb_22,huggingface://poloclub/diffusiondb/2m_random_5k/22,512,512,/content/drive/MyDrive/DIP_Project/data/raw/DiffusionDB/images/ai_diff_000023.png,1566c6158ba4c6ad9bf5022900c05b1f1011a6645c5f64eb03e3ea4ee3ccef7c,1
