filename,label,dataset_code,source_name,source_id,source_ref,original_width,original_height,saved_path,sha256,batch_id
rl_open_000001.png,rl,open,OpenImages,openimages_0,https://farm7.staticflickr.com/7154/6672122721_3a09a22991_o.jpg,2592,1944,/content/drive/My Drive/DIP_Project/data/raw/OpenImages/images/rl_open_000001.png,812738969761e7890480559cbd3b613d73138b0a3245b4d4ad22b9b8d025e69d,1
rl_open_000002.png,rl,open,OpenImages,openimages_2,https://c7.staticflickr.com/8/7397/13937578859_6e74d741b3_o.jpg,1280,960,/content/drive/My Drive/DIP_Project/data/raw/OpenImages/images/rl_open_000002.png,793c8fd58857a7ea69e61eb4e5053a09ff0b967c1cb0797b4f99dc02ff007c4a,1
rl_open_000003.png,rl,open,OpenImages,openimages_5,https://farm6.staticflickr.com/5642/22143039986_259ab449b5_o.jpg,5117,3411,/content/drive/My Drive/DIP_Project/data/raw/OpenImages/images/rl_open_000003.png,01b79b2522fa5474a8d7975129b38f8b2db47a4506f0dd81e9e9e99b66c0bbd2,1
rl_open_000004.png,rl,open,OpenImages,openimages_6,https://farm6.staticflickr.com/2392/2386483874_6f33e017f8_o.jpg,3648,2736,/content/drive/My Drive/DIP_Project/data/raw/OpenImages/images/rl_open_000004.png,c06eab5cebbb1ce91a39d8f8a7d207f3bfd6fc0e96aac6f90ad847642aebcdff,1
rl_open_000005.png,rl,open,OpenImages,openimages_7,https://farm8.staticflickr.com/6184/6156072277_c8f37eea5a_o.jpg,2048,1536,/content/drive/My Drive/DIP_Project/data/raw/OpenImages/images/rl_open_000005.png,b9100753fab50c19fba5f65c6b47c7dcccec38456286e6a72b778871358a5900,1
rl_open_000006.png,rl,open,OpenImages,openimages_8,https://c2.staticflickr.com/4/3519/3795000354_377dcc75df_o.jpg,1280,851,/content/drive/My Drive/DIP_Project/data/raw/OpenImages/images/rl_open_000006.png,cb1b46810c1693d894fefcce0932b4aee132c9aee7b83d35b9f52278d79b274c,1
rl_open_000007.png,rl,open,OpenImages,openimages_9,https://farm5.staticflickr.com/5519/9269461359_9d8aedf99c_o.jpg,695,454,/content/drive/My Drive/DIP_Project/data/raw/OpenImages/images/rl_open_000007.png,872899714d28f28c5e2ca6716796eb16ea5b9589fd42537c37d6d160ea42fdba,1
rl_open_000008.png,rl,open,OpenImages,openimages_10,https://c5.staticflickr.com/5/4143/4802211346_46372b3da4_o.jpg,1600,902,/content/drive/My Drive/DIP_Project/data/raw/OpenImages/images/rl_open_000008.png,d50c677196615245796ff2806e469c508b2649b22b1046ba550dfbf7f5ec9398,1
rl_open_000009.png,rl,open,OpenImages,openimages_17,https://farm7.staticflickr.com/8362/8328677962_814339fffd_o.jpg,4320,3240,/content/drive/My Drive/DIP_Project/data/raw/OpenImages/images/rl_open_000009.png,e68b918a3e062dbee5401ae404779a08e5dd551462b9f14db539e5d5075233d3,1
rl_open_000010.png,rl,open,OpenImages,openimages_18,https://farm7.staticflickr.com/6145/6042287885_c75788b50a_o.jpg,640,480,/content/drive/My Drive/DIP_Project/data/raw/OpenImages/images/rl_open_000010.png,20ab95dde8beadea92ff6731c16be6517e8f1c1f96236fbd6633a10e09d4d320,1
rl_open_000011.png,rl,open,OpenImages,openimages_19,https://farm7.staticflickr.com/2721/4311946830_22a27991dd_o.jpg,4256,2832,/content/drive/My Drive/DIP_Project/data/raw/OpenImages/images/rl_open_000011.png,b8e410adf4cac780035af34b329f6135fcc8d9651fd3a76dc3ee55cec404e6aa,1
rl_open_000012.png,rl,open,OpenImages,openimages_20,https://farm7.staticflickr.com/7256/7484961460_cb929833df_o.jpg,2448,3264,/content/drive/My Drive/DIP_Project/data/raw/OpenImages/images/rl_open_000012.png,08a05c991fc0e19d01e7e0a747f98120e17ee48e56fc6ed6f5a915dc662dbe69,1
rl_open_000013.png,rl,open,OpenImages,openimages_21,https://farm3.staticflickr.com/3129/2728508026_60ac81d833_o.jpg,1288,1936,/content/drive/My Drive/DIP_Project/data/raw/OpenImages/images/rl_open_000013.png,045c0e8dfa42643597fafe265e1b94cc76c51a3ee1f2ad69f2f6aef4222aafc7,1
rl_open_000014.png,rl,open,OpenImages,openimages_22,https://farm6.staticflickr.com/2815/9556403076_d012fc7476_o.jpg,4608,2592,/content/drive/My Drive/DIP_Project/data/raw/OpenImages/images/rl_open_000014.png,8fa175d9079529cf991e0cb89ea5b9cfafbb4aa963333aa8878e4d9aaab5df9c,1
rl_open_000015.png,rl,open,OpenImages,openimages_23,https://c2.staticflickr.com/4/3447/3402888310_5858663cdd_o.jpg,1280,960,/content/drive/My Drive/DIP_Project/data/raw/OpenImages/images/rl_open_000015.png,b167eb0ac8799694f14de92431b5b8c2196175aa30fd81edeb21ff340569509c,1
rl_open_000016.png,rl,open,OpenImages,openimages_24,https://farm2.staticflickr.com/2808/10073376584_be19cde9ba_o.jpg,2997,2030,/content/drive/My Drive/DIP_Project/data/raw/OpenImages/images/rl_open_000016.png,16cbbd9cdb6ba597a17c5a80f0b6ab5303302332f5b1871814fafbca65332c61,1
rl_open_000017.png,rl,open,OpenImages,openimages_25,https://farm7.staticflickr.com/1400/1464995611_ee95bb52c8_o.jpg,1600,1200,/content/drive/My Drive/DIP_Project/data/raw/OpenImages/images/rl_open_000017.png,2b1f248e3c523d40109534bc77daac3a5e2004a99bf2117604600933b050c465,1
rl_open_000018.png,rl,open,OpenImages,openimages_26,https://farm3.staticflickr.com/7599/17144987411_be63ae9053_o.jpg,767,1024,/content/drive/My Drive/DIP_Project/data/raw/OpenImages/images/rl_open_000018.png,97989e48874d3ec1e1495cf35eab42c9a0e166a563ca5e618fae983eab8af11a,1
rl_open_000019.png,rl,open,OpenImages,openimages_27,https://c5.staticflickr.com/4/3019/5808668717_05e68faaed_o.jpg,1200,800,/content/drive/My Drive/DIP_Project/data/raw/OpenImages/images/rl_open_000019.png,0f78a3c9fcb7569dccd00f80eec68d1c2b7bdb556772870822a4cf529688db11,1
rl_open_000020.png,rl,open,OpenImages,openimages_28,https://c7.staticflickr.com/1/22/94292506_1817b3d3d0_o.jpg,2592,1944,/content/drive/My Drive/DIP_Project/data/raw/OpenImages/images/rl_open_000020.png,8c6d6c813fabf4261601c1f8298641015d5060d1ea2ea1ff041d79e1457fe354,1
rl_open_000021.png,rl,open,OpenImages,openimages_29,https://c6.staticflickr.com/3/2643/4166477085_752f8d7377_o.jpg,560,364,/content/drive/My Drive/DIP_Project/data/raw/OpenImages/images/rl_open_000021.png,96a7a4805a1c17e1b474900c8ad8beaaf55cdcea53d110432ff2a87b28990e7f,1
rl_open_000022.png,rl,open,OpenImages,openimages_30,https://c6.staticflickr.com/8/7699/17217583548_56d81f7332_o.jpg,1293,2000,/content/drive/My Drive/DIP_Project/data/raw/OpenImages/images/rl_open_000022.png,9dd100cbe2d55949a2800b9d43b9426e052e83aaa0d1209eb0d467dc5ad47c91,1
rl_open_000023.png,rl,open,OpenImages,openimages_31,https://farm8.staticflickr.com/2534/3865533738_d1c325fd96_o.jpg,3888,2592,/content/drive/My Drive/DIP_Project/data/raw/OpenImages/images/rl_open_000023.png,e9b16dc8548a58376df201e02a4f647584b2d79732d118a4db0ac2ae970628e7,1
rl_open_000024.png,rl,open,OpenImages,openimages_32,https://c5.staticflickr.com/5/4104/5409809821_6fb2834cba_o.jpg,1536,2048,/content/drive/My Drive/DIP_Project/data/raw/OpenImages/images/rl_open_000024.png,5b4f97a78c1e28c3b4722d2471be5a76de0d04d0c14a70b3cd53a0424bf002ed,1
